Compound_Name,SMILES_PubChem,logKp(cm/h),logKp(cm/s),Ref,T_K,Anatomical_location,Diffusion_cell,Receptor_medium,can_SMILES
Isosorbide Dinitrate,C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)O[N+](=O)[O-])O[N+](=O)[O-],-1.94,-5.5,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-]
Ketobemidone,CCC(=O)C1(CCN(CC1)C)C2=CC(=CC=C2)O,-4.05,-7.61,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1
Ketoprofen,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,-1.66,-5.22,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
Ketoprofen,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,-2.58,-6.14,107,,Human Skin,,,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
Ketoprofen,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,-3.62,-7.18,70,305.15,"Surgery, Abdomen",Static Franz Cell,PBS containing 10% ethanol,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
Ketoprofen Glucoside,Not found in PubChem,-4.17,-7.73,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,
Ketoprofen Mannoside,Not found in PubChem,-4.03,-7.59,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,
Ketorolac,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,-2.04,-5.6,14,305.15,Human Abdominal Skin,Static,PBS/Saline,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O
L-Alanyl_L-Tryptophan,C[C@H](C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)O)N,-5.08,-8.64,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,C[C@@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
Lamivudine,C1[C@H](O[C@H](S1)CO)N2C=CC(=NC2=O)N,-2.16,-5.72,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1
Leuprolide,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6,-5.37,-8.93,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1
Levamisole,C1CSC2=N[C@H](CN21)C3=CC=CC=C3,-2.11,-5.67,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,c1ccc([C@H]2CN3CCSC3=N2)cc1
Levodopa,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,-4.17,-7.73,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O
Levodopa,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,-4.18,-7.74,107,,Human Skin,,,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O
Levosimendan,C[C@@H]1CC(=O)NN=C1C2=CC=C(C=C2)NN=C(C#N)C#N,-2.92,-6.48,106,298.15,"Cadaver, Abdomen",Glass Diffusion Cell,acetate buffer/phosphate buffer,C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1
Lidocaine,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,-1.95,-5.51,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CCN(CC)CC(=O)Nc1c(C)cccc1C
Lidocaine,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,-2.46,-6.02,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,CCN(CC)CC(=O)Nc1c(C)cccc1C
Lidocaine Hydrochloride Monohydrate,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C.O.Cl,-3.74,-7.3,97,305.15,"Surgery, Abdomen",Static Franz Cell,Citrate buffered saline,CCN(CC)CC(=O)Nc1c(C)cccc1C.Cl.O
Lidocaine Hydrochloride Monohydrate,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C.O.Cl,-3.3,-6.85,97,305.15,"Surgery, Abdomen",Static Franz Cell,PBS,CCN(CC)CC(=O)Nc1c(C)cccc1C.Cl.O
Lindane,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,-5.22,-8.78,108,,"Abdominoplasty Or Mammaplasty, Abdomen, Breast",Static Diffusion Cell,Ethanol 50%,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
Linolenic Acid,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,-2.43,-5.99,40,,Human Abdominal Skin,Static,0.9% NaCl + 0.01% sodium azide + 6% polyoxyethylene (20) oleyl ether,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O
Lysine,C(CCN)C[C@@H](C(=O)O)N,-3.77,-7.33,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,NCCCC[C@H](N)C(=O)O
Lysine,C(CCN)C[C@@H](C(=O)O)N,-3.54,-7.1,109,305.15,Human Abdominal Skin,Static,PBS,NCCCC[C@H](N)C(=O)O
M-Cresol,CC1=CC(=CC=C1)O,-1.82,-5.38,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,Cc1cccc(O)c1
M-Cresol,CC1=CC(=CC=C1)O,-1.33,-4.89,14,305.15,Human Abdominal Skin,Static,PBS/Saline,Cc1cccc(O)c1
M-Cresol,CC1=CC(=CC=C1)O,-1.58,-5.14,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,Cc1cccc(O)c1
M-Nitrophenol,C1=CC(=CC(=C1)O)[N+](=O)[O-],-2.25,-5.81,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,O=[N+]([O-])c1cccc(O)c1
Malathion,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,-0.16,-3.72,18,305.15,Breast Human Skin,Static,aqueous solution,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
Malathion,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,-0.69,-4.25,47,305.15,Human Abdominal Skin,Static/Stirred,PBS/Saline,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
Mannitol,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,-2.95,-6.51,12,,Human Cadaver Abdominal Skin,Stirred/Side-Bi-Side,PBS,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
Mannitol,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,-4.86,-8.42,14,305.15,Human Abdominal Skin,Static,PBS/Saline,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
Mannitol,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,-4.32,-7.88,109,305.15,Human Abdominal Skin,Static,PBS,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
Mda,Not found in PubChem,-3.57,-7.13,47,305.15,Human Abdominal Skin,Static/Stirred,PBS/Saline,
Meperidine,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2,-2.43,-5.99,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CCOC(=O)C1(c2ccccc2)CCN(C)CC1
Methanol,CO,-3.3,-6.86,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CO
Methanol,CO,-3,-6.56,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,CO
Methanol,CO,-3.46,-7.02,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,CO
Methanol,CO,-2.82,-6.38,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CO
Methanol,CO,-2.8,-6.36,60,310.15,Human Abdominal Skin,Static,0.9% NaCl + 0.005% sodium azide,CO
Methiocarb,CC1=CC(=CC(=C1SC)C)OC(=O)NC,1.03,-2.53,19,308.15,Abdominal Human Skin,Static,phosphate buffer,CNC(=O)Oc1cc(C)c(SC)c(C)c1
Methotrexate,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,-3.36,-6.92,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
Methyl 4-Hydroxyphenylacetate,COC(=O)CC1=CC=C(C=C1)O,-1.7,-5.26,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,COC(=O)Cc1ccc(O)cc1
Methyl Acrylate,C=CC(=O)OC,-2.68,-6.24,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,C=CC(=O)OC
Methyl Acrylic Acid,CC(=C)C(=O)O,-2.58,-6.14,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,C=C(C)C(=O)O
Methyl Methane Sulfonate,COS(=O)(=O)C,-0.25,-3.81,15,305.15,Abdominal Human Skin,Flow,polychlorotrifluoroethylene,COS(C)(=O)=O
Methyl Methane Sulfonate,COS(=O)(=O)C,-2.07,-5.62,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,COS(C)(=O)=O
Methyl Nicotinate,COC(=O)C1=CN=CC=C1,-2.21,-5.77,14,305.15,Human Abdominal Skin,Static,PBS/Saline,COC(=O)c1cccnc1
Methyl Nicotinate,COC(=O)C1=CN=CC=C1,-2.47,-6.03,107,,Human Skin,,,COC(=O)c1cccnc1
Methyl P-Aminobenzoate,COC(=O)C1=CC=C(C=C1)N,-1.18,-4.74,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,COC(=O)c1ccc(N)cc1
Methyl P-Aminobenzoate,COC(=O)C1=CC=C(C=C1)N,-1.63,-5.19,107,,Human Skin,,,COC(=O)c1ccc(N)cc1
Methyl Paraben,COC(=O)C1=CC=C(C=C1)O,-1.47,-5.03,14,305.15,Human Abdominal Skin,Static,PBS/Saline,COC(=O)c1ccc(O)cc1
Methyl Paraben,COC(=O)C1=CC=C(C=C1)O,-2.05,-5.6,97,305.15,"Surgery, Abdomen",Static Franz Cell,Diisopropyl fluorophosphate in PBS at a concentration of 2.7 uM/mL,COC(=O)c1ccc(O)cc1
Methyl Paraben,COC(=O)C1=CC=C(C=C1)O,-1.42,-4.98,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,COC(=O)c1ccc(O)cc1
Methyl Paraben,COC(=O)C1=CC=C(C=C1)O,-1.5,-5.06,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,COC(=O)c1ccc(O)cc1
Methyl Salicylate,COC(=O)C1=CC=CC=C1O,-1.24,-4.8,14,305.15,Human Abdominal Skin,Static,PBS/Saline,COC(=O)c1ccccc1O
Methyl Salicylate,COC(=O)C1=CC=CC=C1O,-1.44,-5,107,,Human Skin,,,COC(=O)c1ccccc1O
Methyl-(Hydrocortisone-21-Yl)-Succinate,Not found in PubChem,-3.68,-7.24,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,
Methylisothiazolinone,CN1C(=O)C=CS1,-0.52,-4.08,15,305.15,Abdominal Human Skin,Flow,polychlorotrifluoroethylene,Cn1sccc1=O
Methyltriglycol Nicotinate,Not found in PubChem,-3.27,-6.83,14,305.15,Human Abdominal Skin,Static,PBS/Saline,
Methyltriglycol Nicotinate,Not found in PubChem,-3.51,-7.07,107,,Human Skin,,,
Metoprolol,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,-3.08,-6.64,5,305.15,Abdominal Human Skin,Static,isotonic phosphate buffer,COCCc1ccc(OCC(O)CNC(C)C)cc1
Miconazole,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,-0.3,-3.86,68,305.15,Surgery,Static Franz Cell,Acetate buffer,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
Minoxidil,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,-1.92,-5.48,111,310.15,"Cadaver, Abdomen",Vertical Flow Diffusion Cell,NaCl solution with gentamicin (0.016%),N=c1nc(N2CCCCC2)cc(N)n1O
Monomethylhydrazine,CNN,-3.75,-7.31,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,CNN
Morphine,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O,-5.03,-8.59,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
Morphine,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O,-3.68,-7.24,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
Morphine,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O,-3.88,-7.44,75,310.15,"Surgery, Abdomen",Static Franz Cell,PBS with sodium azide,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
Morpholine,C1COCCN1,-3.86,-7.42,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,C1COCCN1
N-(2-Hydroxyethyl) Carbamazepine,Not found in PubChem,-1.77,-5.33,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,
N-(4-Methylbenzyl)-N-M Ethylamine,Not found in PubChem,-4.15,-7.71,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,
N-(4-Methylbenzyl)-N-P Ethylamine,Not found in PubChem,-2.44,-6,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,
N-(4-Methylbenzyl)-N-P Ropylamine,Not found in PubChem,-3.41,-6.97,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,
N-Butanol,CCCCO,-2.1,-5.66,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCCO
N-Butanol,CCCCO,-2.6,-6.16,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CCCCO
N-Butanol,CCCCO,-2.52,-6.08,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,CCCCO
N-Butanol,CCCCO,-1.55,-5.11,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,CCCCO
N-Butanol,CCCCO,-2.47,-6.03,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,CCCCO
N-Butyl P-Aminobenzoate,CCCCOC(=O)C1=CC=C(C=C1)N,-1.14,-4.7,97,305.15,"Surgery, Abdomen",Static Franz Cell,Diisopropyl fluorophosphate in PBS at a concentration of 2.7 uM/mL,CCCCOC(=O)c1ccc(N)cc1
N-Butyl-N-(4-Methylbenzyl)Amine,CCCCNCC1=CC=C(C=C1)C,-3.16,-6.72,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCCNCc1ccc(C)cc1
N-Butylparaben,CCCCOC(=O)C1=CC=C(C=C1)O,-1.89,-5.45,97,305.15,"Surgery, Abdomen",Static Franz Cell,Diisopropyl fluorophosphate in PBS at a concentration of 2.7 uM/mL,CCCCOC(=O)c1ccc(O)cc1
N-Decanol,CCCCCCCCCCO,-1.14,-4.7,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCCCCCCCCO
N-Decanol,CCCCCCCCCCO,-1.1,-4.66,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CCCCCCCCCCO
N-Ethyl Carbamazepine,CCC1=CC2=C(C=C1)N(C3=CC=CC=C3C=C2)C(=O)N,-1.73,-5.29,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCc1ccc2c(c1)C=Cc1ccccc1N2C(N)=O
N-Ethyl-N-(4-Methylbenzyl)Amine,CCNCC1=CC=C(C=C1)C,-3.41,-6.97,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCNCc1ccc(C)cc1
N-Heptanol,CCCCCCCO,-1.49,-5.05,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCCCCCO
N-Heptanol,CCCCCCCO,-1.5,-5.06,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CCCCCCCO
N-Heptyl-N-(4-Methylbenzyl)Amine,CCCCCCCNCC1=CC=C(C=C1)C,-2.23,-5.79,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCCCCCNCc1ccc(C)cc1
N-Hexanol,CCCCCCO,-1.7,-5.26,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCCCCO
N-Hexanol,CCCCCCO,-1.89,-5.45,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CCCCCCO
N-Hexyl Nicotinate,CCCCCCOC(=O)C1=CN=CC=C1,-1.74,-5.3,53,310.15,"Abdominoplasty Or Mammaplasty, Abdomen, Breast",Franz Cell,PBS,CCCCCCOC(=O)c1cccnc1
N-Hexyl Nicotinate,CCCCCCOC(=O)C1=CN=CC=C1,-1.75,-5.31,47,305.15,Human Abdominal Skin,Static/Stirred,PBS/Saline,CCCCCCOC(=O)c1cccnc1
N-Hexyl-N-(4-Methylbenzyl)Amine,CCCCCCNCC1=CC=C(C=C1)C,-2.31,-5.87,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCCCCNCc1ccc(C)cc1
N-Methyl Carbamazepine,CC1=CC2=C(C=C1)N(C3=CC=CC=C3C=C2)C(=O)N,-1.58,-5.14,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,Cc1ccc2c(c1)C=Cc1ccccc1N2C(N)=O
N-Methyl Thalidomide,CN1C(=O)CCC(C1=O)N2C(=O)C3=CC=CC=C3C2=O,-2.93,-6.49,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CN1C(=O)CCC(N2C(=O)c3ccccc3C2=O)C1=O
N-Nitrosodiethanolamine,C(CO)N(CCO)N=O,-2.39,-5.95,39,310.15,Human Abdominal Skin,Horizontal Franz-Type Glass Diffusion Cell,PBS,O=NN(CCO)CCO
N-Nitrosodiethanolamine,C(CO)N(CCO)N=O,-5.22,-8.78,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,O=NN(CCO)CCO
N-Nitrosodiethanolamine,C(CO)N(CCO)N=O,-2.38,-5.94,58,310.15,"Cadaver, Abdomen",Franz Cell,PBS,O=NN(CCO)CCO
N-Nonanol,CCCCCCCCCO,-1.22,-4.78,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCCCCCCCO
N-Nonanol,CCCCCCCCCO,-0.98,-4.54,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,CCCCCCCCCO
N-Octanol,CCCCCCCCO,-1.31,-4.87,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCCCCCCO
N-Octanol,CCCCCCCCO,-1.28,-4.84,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CCCCCCCCO
N-Octanol,CCCCCCCCO,-1.09,-4.65,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,CCCCCCCCO
N-Pentanol,CCCCCO,-1.56,-5.12,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCCCO
N-Pentanol,CCCCCO,-2.22,-5.78,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CCCCCO
N-Pentyl Thalidomide,CCCCCN1C(=O)CCC(C1=O)N2C(=O)C3=CC=CC=C3C2=O,-1.7,-5.26,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCCCN1C(=O)CCC(N2C(=O)c3ccccc3C2=O)C1=O
N-Propanol,CCCO,-2.92,-6.48,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCO
N-Propanol,CCCO,-2.85,-6.41,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CCCO
N-Propanol,CCCO,-2.91,-6.47,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,CCCO
N-Propoxyethanol,CCCOCCO,-2.98,-6.54,109,305.15,Human Abdominal Skin,Static,PBS,CCCOCCO
N-Propyl P-Aminobenzoate,CCCOC(=O)C1=CC=C(C=C1)N,-1.09,-4.65,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCOC(=O)c1ccc(N)cc1
N-Propyl Thalidomide,CCCN1C(=O)CCC(C1=O)N2C(=O)C3=CC=CC=C3C2=O,-2.24,-5.8,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCN1C(=O)CCC(N2C(=O)c3ccccc3C2=O)C1=O
"N,N-Dimethyl Aniline",CN(C)C1=CC=CC=C1,-1.7,-5.26,47,305.15,Human Abdominal Skin,Static/Stirred,PBS/Saline,CN(C)c1ccccc1
"N,N-Dimethylethylamine",CCN(C)C,1.16,-2.4,16,305.15,Abdominal Human Skin,Static,PBS/Saline,CCN(C)C
"N,N-Dimethylformamide",CN(C)C=O,1.54,-2.02,16,305.15,Abdominal Human Skin,Static,PBS/Saline,CN(C)C=O
"N4-Acetyl-4-Amino-1-[(2R,3S,4R,5R)-3,4-Dihydroxy-5 (Hydroxymethyl)Oxolan-2-Yl] Pyrimidin-2-One",CC(=O)NC1=NC(=O)N(C=C1)C2C(C(C(O2)CO)O)O,-3.33,-6.89,89,305.15,"Abdominoplasty, Abdomen",Franz Cell,PBS,CC(=O)Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1
"N4-Hexanoyl-4-Amino-1-[(2R,3S,4R,5R)-3,4-Dihydroxy-5 (Hydroxymethyl)Oxolan-2-Yl] Pyrimidin-2-One",CCCCCC(=O)NC1=NC(=O)N(C=C1)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,-2.18,-5.74,89,305.15,"Abdominoplasty, Abdomen",Franz Cell,PBS,CCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
Naphthalene,C1=CC=C2C=CC=CC2=C1,-0.75,-4.31,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,c1ccc2ccccc2c1
Naphthalene,C1=CC=C2C=CC=CC2=C1,-2.05,-5.61,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,c1ccc2ccccc2c1
Naphthalene,C1=CC=C2C=CC=CC2=C1,-1.78,-5.34,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,c1ccc2ccccc2c1
Naproxen,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,-3.4,-6.96,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1
Naproxen,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,-3.15,-6.71,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1
Naproxen,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,-3.1,-6.66,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1
Naproxen,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,-1.41,-4.97,14,305.15,Human Abdominal Skin,Static,PBS/Saline,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1
Naproxen,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,-2.64,-6.2,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1
Naproxen Glucoside,Not found in PubChem,-4.33,-7.89,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,
Naproxen Mannoside,Not found in PubChem,-4.14,-7.7,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,
Naproxene,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,-3.4,-6.96,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1
Niacinamide,C1=CC(=CN=C1)C(=O)N,-5.35,-8.91,67,305.15,"Surgery, Abdomen",Static Franz Cell,PBS,NC(=O)c1cccnc1
Niacinamide,C1=CC(=CN=C1)C(=O)N,-5.65,-9.2,67,305.15,"Surgery, Abdomen",Static Franz Cell,PBS,NC(=O)c1cccnc1
Niacinamide,C1=CC(=CN=C1)C(=O)N,-3.05,-6.6,67,305.15,"Surgery, Abdomen",Static Franz Cell,PBS,NC(=O)c1cccnc1
Niacinamide,C1=CC(=CN=C1)C(=O)N,-2.72,-6.27,67,305.15,"Surgery, Abdomen",Static Franz Cell,PBS,NC(=O)c1cccnc1
Nickel,[Ni],-3.21,-6.77,24,305.15,Human Abdominal Full Thickness Skin,Flow,0.9% NaCl physiological saline,[Ni]
Nicorandil,C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-],-3.57,-7.13,112,,"Surgery, Breast",Vertical Two‑Chamber,,O=C(NCCO[N+](=O)[O-])c1cccnc1
Nicorandil,C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-],-3.66,-7.22,109,305.15,Human Abdominal Skin,Static,PBS,O=C(NCCO[N+](=O)[O-])c1cccnc1
Nicotine,CN1CCC[C@H]1C2=CN=CC=C2,-1.71,-5.27,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CN1CCC[C@H]1c1cccnc1
